study,pmid,doi,vector,vector_subsp,vector_strain,vector_origin_country,vector_origin_locality,vector_origin_year,vector_gen,virus,viral_lineage,viral_strain,viral_gen_bank_accession,viral_origin_locality,viral_origin_year,viral_history_passage,viral_history_freshness,exposure_route,host_exp,host_lineage_origin,diagnostic_virem,titer,titer_units,dose,dose_units,temp_o_c_reared,temp_o_c_eit,dpi,coinfected,sample_31,diagnostic_32,number_tested_33,number_positive_34,sample_35,diagnostic_36,number_tested_37,number_positive_38,sample_39,diagnostic_40,number_tested_41,number_positive_42,sample_43,diagnostic_44,number_tested_45,number_positive_46,sample_47,diagnostic_48,number_tested_49,number_positive_50
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, E2 224 K-R",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,29,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, E2 231 L-S",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, E2 231 S-L",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,31,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, E2 277 T-M",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,34,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, E2 227 M-T",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,33,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, E2 390 A-S",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, E2 390 S-A",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,25°C,7,no,midgut,plaque assay,98,92,legs and wings,plaque assay,98,23,saliva,plaque assay,98,0,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,28°C,7,no,midgut,plaque assay,98,89,legs and wings,plaque assay,98,77,saliva,plaque assay,98,14,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,32°C,7,no,midgut,plaque assay,59,56,legs and wings,plaque assay,59,54.99999999999999,saliva,plaque assay,59,18,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,35°C,7,no,midgut,plaque assay,72,38,legs and wings,plaque assay,72,34.99999999999999,saliva,plaque assay,72,14.000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,"25-35°C, fluctuation",7,no,midgut,plaque assay,98,88,legs and wings,plaque assay,98,61,saliva,plaque assay,98,5,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,25°C,14,no,midgut,plaque assay,108,87,legs and wings,plaque assay,108,79,saliva,plaque assay,108,15.999999999999998,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,28°C,14,no,midgut,plaque assay,97,94,legs and wings,plaque assay,97,91,saliva,plaque assay,97,61.99999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,32°C,14,no,midgut,plaque assay,59,54.99999999999999,legs and wings,plaque assay,59,54,saliva,plaque assay,59,24.000000000000004,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,35°C,14,no,midgut,plaque assay,86,48,legs and wings,plaque assay,86,46,saliva,plaque assay,86,20.999999999999996,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes aegypti,NA,NA,Mexico,Poza Rica,NA,F13-F18,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,"25-35°C, fluctuation",14,no,midgut,plaque assay,83,67,legs and wings,plaque assay,83,63,saliva,plaque assay,83,26,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,25°C,7,no,midgut,plaque assay,82,80,legs and wings,plaque assay,82,5,saliva,plaque assay,82,0,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,28°C,7,no,midgut,plaque assay,98,95,legs and wings,plaque assay,98,30,saliva,plaque assay,98,9.000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,32°C,7,no,midgut,plaque assay,34,31.999999999999996,legs and wings,plaque assay,34,27,saliva,plaque assay,34,7.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,35°C,7,no,midgut,plaque assay,91,62,legs and wings,plaque assay,91,28.999999999999996,saliva,plaque assay,91,3,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,"25-35°C, fluctuation",7,no,midgut,plaque assay,96,78.99999999999999,legs and wings,plaque assay,96,15.999999999999998,saliva,plaque assay,96,3,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,25°C,14,no,midgut,plaque assay,98,95,legs and wings,plaque assay,98,76,saliva,plaque assay,98,11,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,28°C,14,no,midgut,plaque assay,98,98,legs and wings,plaque assay,98,95,saliva,plaque assay,98,52,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,32°C,14,no,midgut,plaque assay,28,27,legs and wings,plaque assay,28,26,saliva,plaque assay,28,13,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,35°C,14,no,midgut,plaque assay,76,35,legs and wings,plaque assay,76,25.000000000000004,saliva,plaque assay,76,12,NA,NA,NA,NA,NA,NA,NA,NA
Murrieta et al. 2021 PLoS Pathog,34752502,10.1371/journal.ppat.1009433,Aedes albopictus,NA,NA,United States,Florida,NA,>50,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero, passage 4","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,27–28°C,"25-35°C, fluctuation",14,no,midgut,plaque assay,96,95,legs and wings,plaque assay,96,84,saliva,plaque assay,96,34.00000000000001,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16,NA,NA,NA,"6 passage, C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9.6log10,PFU/ml,NA,NA,28°C,28°C,14,no,head,IFA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16ic,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9.4log10,PFU/ml,NA,NA,28°C,28°C,14,no,head,IFA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16sp,NA,NA,NA,"7 passages, C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9log10,PFU/ml,NA,NA,28°C,28°C,14,no,head,IFA,47,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16ic ΔE200-Y229,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,8.6log10,PFU/ml,NA,NA,28°C,28°C,14,no,head,IFA,50,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16ic ΔE200-C220,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,8.1log10,PFU/ml,NA,NA,28°C,28°C,14,no,head,IFA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16ic (10^-1),NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,8.4log10,PFU/ml,NA,NA,28°C,28°C,14,no,head,IFA,60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16ic (10^-2),NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,7.2log10,PFU/ml,NA,NA,28°C,28°C,14,no,head,IFA,60,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16,NA,NA,NA,"6 passage, C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9.6log10,PFU/ml,NA,NA,28°C,28°C,2-3,no,midgut,IFA,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16ic,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9.4log10,PFU/ml,NA,NA,28°C,28°C,2-3,no,midgut,IFA,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16ic ΔE200-Y229,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,8.6log10,PFU/ml,NA,NA,28°C,28°C,2-3,no,midgut,IFA,32,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16ic ΔE200-C220,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,8.1log10,PFU/ml,NA,NA,28°C,28°C,2-3,no,midgut,IFA,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16,NA,NA,NA,"6 passage, C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9.6log10,PFU/ml,NA,NA,28°C,28°C,4-5,no,midgut,IFA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MRE16ic,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9.4log10,PFU/ml,NA,NA,28°C,28°C,4-5,no,midgut,IFA,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16sp,NA,NA,NA,"7 passages, C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,9log10,PFU/ml,NA,NA,28°C,28°C,8-9,no,midgut,IFA,35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16ic ΔE200-Y229,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,8.6log10,PFU/ml,NA,NA,28°C,28°C,8-9,no,midgut,IFA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2003 J Virol,12885905,10.1128/jvi.77.16.8872-8881.2003,Aedes aegypti,NA,Rexville D,United States of America,"Rexville, Puerto Rico",NA,NA,Sindbis virus,NA,MER16ic ΔE200-C220,NA,NA,NA,"passage 0, BHK-21 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,8.1log10,PFU/ml,NA,NA,28°C,28°C,8-9,no,midgut,IFA,30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,2,no,body,CPE assay,40,13,head,CPE assay,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,4,no,body,CPE assay,59,24,head,CPE assay,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,6,no,body,CPE assay,38,11,head,CPE assay,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,8,no,body,CPE assay,39,12,head,CPE assay,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,10,no,body,CPE assay,60,23,head,CPE assay,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,2,no,body,CPE assay,50,10,head,CPE assay,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,4,no,body,CPE assay,51,16,head,CPE assay,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,6,no,body,CPE assay,51,20,head,CPE assay,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,8,no,body,CPE assay,51,18,head,CPE assay,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5log10,PFU/ml,NA,NA,28°C,28°C,10,no,body,CPE assay,51,21,head,CPE assay,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R ->Op),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5log10,PFU/ml,NA,NA,28°C,28°C,2,no,body,CPE assay,3,2,head,CPE assay,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R ->Op),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5log10,PFU/ml,NA,NA,28°C,28°C,4,no,body,CPE assay,44,26,head,CPE assay,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles et al. 2006 J Virol,16641290,10.1128/JVI.80.10.4992-4997.2006,Anopheles gambiae,NA,G3,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3 (R ->Op),AF079456,Uganda,1996,BHK-21 or C6/36 p0,"frozen, -80ºC",bloodmeal,NA,NA,NA,5log10,PFU/ml,NA,NA,28°C,28°C,6,no,body,CPE assay,18,14,head,CPE assay,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
